MANGI	35.503055	126.742222	14	Y711	B	ELPOS	35.902746	126.785374	0	N	DALSU	35.125278	126.701667	0	Y
ELPOS	35.902746	126.785374	14	Y711	B	BEDES	36.151388	126.812222	0	N	MANGI	35.503055	126.742222	0	Y
BEDES	36.151388	126.812222	14	Y711	B	GONAX	36.386388	126.837778	0	N	ELPOS	35.902746	126.785374	0	Y
GONAX	36.386388	126.837778	14	Y711	B	MEKIL	36.556111	126.831389	0	N	BEDES	36.151388	126.812222	0	Y
MEKIL	36.556111	126.831389	14	Y711	B	BULTI	36.722861	126.824917	0	N	GONAX	36.386388	126.837778	0	Y
BULTI	36.722861	126.824917	14	Y711	B	MONSI	37.213056	126.837500	0	N	MEKIL	36.556111	126.831389	0	Y
MONSI	37.213056	126.837500	14	Y711	B				0	Y	BULTI	36.722861	126.824917	0	Y
XZE	35.531095	133.093882	14	Y697	B	LANAT	36.373238	131.428317	0	Y				0	Y
LANAT	36.373238	131.428317	14	Y697	B	AGSUS	36.763287	130.690551	0	Y	XZE	35.531095	133.093882	0	Y
AGSUS	36.763287	130.690551	14	Y697	B	NIMUS	37.202778	129.782222	0	Y	LANAT	36.373238	131.428317	0	Y
NIMUS	37.202778	129.782222	14	Y697	B	PILIT	37.439274	129.294485	0	Y	AGSUS	36.763287	130.690551	0	Y
PILIT	37.439274	129.294485	14	Y697	B	KAE	37.700514	128.753578	0	Y	NIMUS	37.202778	129.782222	0	Y
KAE	37.700514	128.753578	14	Y697	B	BIKSI	37.675416	128.584472	0	Y	PILIT	37.439274	129.294485	0	Y
BIKSI	37.675416	128.584472	14	Y697	B	TORUS	37.606944	128.135278	0	Y	KAE	37.700514	128.753578	0	Y
TORUS	37.606944	128.135278	14	Y697	B	KARBU	37.533083	127.664444	0	Y	BIKSI	37.675416	128.584472	0	Y
KARBU	37.533083	127.664444	14	Y697	B	EGOBA	37.487417	127.379417	0	Y	TORUS	37.606944	128.135278	0	Y
EGOBA	37.487417	127.379417	14	Y697	B	SEL	37.413816	126.928638	0	Y	KARBU	37.533083	127.664444	0	Y
SEL	37.413816	126.928638	14	Y697	B	GOGET	37.411667	126.510000	0	Y	EGOBA	37.487417	127.379417	0	Y
GOGET	37.411667	126.510000	14	Y697	B	NOPIK	37.403332	125.651389	0	Y	SEL	37.413816	126.928638	0	Y
NOPIK	37.403332	125.651389	14	Y697	B	BINIL	37.396944	125.233055	0	Y	GOGET	37.411667	126.510000	0	Y
BINIL	37.396944	125.233055	14	Y697	B	ANSIM	37.389696	124.825244	0	Y	NOPIK	37.403332	125.651389	0	Y
ANSIM	37.389696	124.825244	14	Y697	B	NOGON	37.380556	124.418056	0	Y	BINIL	37.396944	125.233055	0	Y
NOGON	37.380556	124.418056	14	Y697	B	OLBIM	37.236389	124.130833	0	Y	ANSIM	37.389696	124.825244	0	Y
OLBIM	37.236389	124.130833	14	Y697	B	AGAVO	37.166667	124.000000	0	Y	NOGON	37.380556	124.418056	0	Y
AGAVO	37.166667	124.000000	14	Y697	B	DONVO	37.566537	123.333296	0	Y	OLBIM	37.236389	124.130833	0	Y
DONVO	37.566537	123.333296	14	Y697	B				0	Y	AGAVO	37.166667	124.000000	0	Y
SAPRA	35.823835	130.723576	14	Y685	B	BULGA	35.938549	129.826890	0	Y				0	Y
BULGA	35.938549	129.826890	14	Y685	B	KPO	35.977153	129.474510	0	Y	SAPRA	35.823835	130.723576	0	Y
KPO	35.977153	129.474510	14	Y685	B	ELAPI	36.344709	128.837806	0	Y	BULGA	35.938549	129.826890	0	Y
ELAPI	36.344709	128.837806	14	Y685	B	CUN	36.632028	128.325416	0	Y	KPO	35.977153	129.474510	0	Y
CUN	36.632028	128.325416	14	Y685	B	BIGOB	36.723722	128.164444	0	Y	ELAPI	36.344709	128.837806	0	Y
BIGOB	36.723722	128.164444	14	Y685	B	BASEM	36.843722	127.952694	0	Y	CUN	36.632028	128.325416	0	Y
BASEM	36.843722	127.952694	14	Y685	B	ENSAL	36.931667	127.796389	0	Y	BIGOB	36.723722	128.164444	0	Y
ENSAL	36.931667	127.796389	14	Y685	B	GUKDO	37.019693	127.639695	0	Y	BASEM	36.843722	127.952694	0	Y
GUKDO	37.019693	127.639695	14	Y685	B	KAKSO	37.129055	127.443722	0	Y	ENSAL	36.931667	127.796389	0	Y
KAKSO	37.129055	127.443722	14	Y685	B	KALMA	37.312500	127.112500	0	Y	GUKDO	37.019693	127.639695	0	Y
KALMA	37.312500	127.112500	14	Y685	B	SEL	37.413816	126.928638	0	Y	KAKSO	37.129055	127.443722	0	Y
SEL	37.413816	126.928638	14	Y685	B				0	Y	KALMA	37.312500	127.112500	0	Y
SAMDO	33.584149	128.315769	14	Y677	B	TAMNA	33.470971	127.331389	0	Y				0	Y
TAMNA	33.470971	127.331389	14	Y677	B	CJU	33.384611	126.624111	0	Y	SAMDO	33.584149	128.315769	0	Y
CJU	33.384611	126.624111	14	Y677	B				0	Y	TAMNA	33.470971	127.331389	0	Y
KPO	35.977153	129.474510	14	Y659	B	LAPAL	35.903527	129.081064	0	Y				0	Y
LAPAL	35.903527	129.081064	14	Y659	B	TGU	35.810000	128.590833	0	Y	KPO	35.977153	129.474510	0	Y
TGU	35.810000	128.590833	14	Y659	B	OPEDA	35.864131	127.612716	0	Y	LAPAL	35.903527	129.081064	0	Y
OPEDA	35.864131	127.612716	14	Y659	B	MELES	35.878949	127.263296	0	Y	TGU	35.810000	128.590833	0	Y
MELES	35.878949	127.263296	14	Y659	B	RINBO	35.897889	126.896889	0	Y	OPEDA	35.864131	127.612716	0	Y
RINBO	35.897889	126.896889	14	Y659	B	ELPOS	35.902746	126.785374	0	Y	MELES	35.878949	127.263296	0	Y
ELPOS	35.902746	126.785374	14	Y659	B	KUZ	35.910314	126.611354	0	Y	RINBO	35.897889	126.896889	0	Y
KUZ	35.910314	126.611354	14	Y659	B				0	Y	ELPOS	35.902746	126.785374	0	Y
TGU	35.810000	128.590833	14	Y657	B	IGDOK	35.513580	127.821366	0	Y				0	Y
IGDOK	35.513580	127.821366	14	Y657	B	KWA	35.126167	126.812166	0	Y	TGU	35.810000	128.590833	0	Y
KWA	35.126167	126.812166	14	Y657	B				0	Y	IGDOK	35.513580	127.821366	0	Y
CJU	33.384611	126.624111	14	Y655	B	REMOS	33.434722	126.391389	0	Y				0	Y
REMOS	33.434722	126.391389	14	Y655	B	LIMDI	33.553611	125.831389	0	Y	CJU	33.384611	126.624111	0	Y
LIMDI	33.553611	125.831389	14	Y655	B	TOLIS	33.841667	124.414722	0	Y	REMOS	33.434722	126.391389	0	Y
TOLIS	33.841667	124.414722	14	Y655	B	PALSA	34.025278	124.414722	0	Y	LIMDI	33.553611	125.831389	0	Y
PALSA	34.025278	124.414722	14	Y655	B	DANPA	35.510000	124.414721	0	Y	TOLIS	33.841667	124.414722	0	Y
DANPA	35.510000	124.414721	14	Y655	B	NONOS	36.679444	124.398056	0	Y	PALSA	34.025278	124.414722	0	Y
NONOS	36.679444	124.398056	14	Y655	B	DALPO	36.976389	124.414722	0	Y	DANPA	35.510000	124.414721	0	Y
DALPO	36.976389	124.414722	14	Y655	B	GONAV	37.180111	124.414610	0	Y	NONOS	36.679444	124.398056	0	Y
GONAV	37.180111	124.414610	14	Y655	B				0	Y	DALPO	36.976389	124.414722	0	Y
ATOTI	30.003558	125.198157	14	Y65	B	BONSO	30.477778	125.147499	0	Y				0	Y
BONSO	30.477778	125.147499	14	Y65	B	SADLI	31.830000	125.000000	0	Y	ATOTI	30.003558	125.198157	0	Y
SADLI	31.830000	125.000000	14	Y65	B	TOLIS	33.841667	124.414722	0	Y	BONSO	30.477778	125.147499	0	Y
TOLIS	33.841667	124.414722	14	Y65	B				0	Y	SADLI	31.830000	125.000000	0	Y
EGOBA	37.487417	127.379417	14	Y644	B	POLEG	37.213290	126.991343	0	Y				0	Y
POLEG	37.213290	126.991343	14	Y644	B	MONSI	37.213056	126.837500	0	Y	EGOBA	37.487417	127.379417	0	Y
MONSI	37.213056	126.837500	14	Y644	B	BOGAN	37.211072	126.476903	0	Y	POLEG	37.213290	126.991343	0	Y
BOGAN	37.211072	126.476903	14	Y644	B	BELTU	37.205055	125.799722	0	Y	MONSI	37.213056	126.837500	0	Y
BELTU	37.205055	125.799722	14	Y644	B	REBIT	37.200832	125.486861	0	Y	BOGAN	37.211072	126.476903	0	Y
REBIT	37.200832	125.486861	14	Y644	B	BODOL	37.189444	124.831666	0	Y	BELTU	37.205055	125.799722	0	Y
BODOL	37.189444	124.831666	14	Y644	B	GONAV	37.180111	124.414610	0	Y	REBIT	37.200832	125.486861	0	Y
GONAV	37.180111	124.414610	14	Y644	B	RILRO	37.175833	124.245000	0	Y	BODOL	37.189444	124.831666	0	Y
RILRO	37.175833	124.245000	14	Y644	B	AGAVO	37.166667	124.000000	0	Y	GONAV	37.180111	124.414610	0	Y
AGAVO	37.166667	124.000000	14	Y644	B				0	Y	RILRO	37.175833	124.245000	0	Y
ISAKY	33.206186	129.653003	14	Y60	B	FUE	32.668606	128.826736	0	Y				0	Y
FUE	32.668606	128.826736	14	Y60	B	POTET	32.279969	127.039660	0	Y	ISAKY	33.206186	129.653003	0	Y
POTET	32.279969	127.039660	14	Y60	B	ONIKU	32.194935	126.654704	0	Y	FUE	32.668606	128.826736	0	Y
ONIKU	32.194935	126.654704	14	Y60	B				0	Y	POTET	32.279969	127.039660	0	Y
BEDAR	31.900278	126.486111	14	Y590	B	ELGEP	31.781389	125.938056	0	Y				0	Y
ELGEP	31.781389	125.938056	14	Y590	B	IKEDO	31.720556	125.663333	0	Y	BEDAR	31.900278	126.486111	0	Y
IKEDO	31.720556	125.663333	14	Y590	B	SADLI	31.830000	125.000000	0	Y	ELGEP	31.781389	125.938056	0	Y
SADLI	31.830000	125.000000	14	Y590	B				0	Y	IKEDO	31.720556	125.663333	0	Y
ESBIS	31.253427	127.381325	14	Y579	B	POTET	32.279969	127.039660	0	Y				0	Y
POTET	32.279969	127.039660	14	Y579	B	RUGMA	32.503340	126.964724	0	Y	ESBIS	31.253427	127.381325	0	Y
RUGMA	32.503340	126.964724	14	Y579	B	TOSAN	33.003327	126.775670	0	Y	POTET	32.279969	127.039660	0	Y
TOSAN	33.003327	126.775670	14	Y579	B	CJU	33.384611	126.624111	0	Y	RUGMA	32.503340	126.964724	0	Y
CJU	33.384611	126.624111	14	Y579	B	MAKET	33.914556	127.331389	0	Y	TOSAN	33.003327	126.775670	0	Y
MAKET	33.914556	127.331389	14	Y579	B	GOSBO	34.253292	127.791082	0	Y	CJU	33.384611	126.624111	0	Y
GOSBO	34.253292	127.791082	14	Y579	B	TOPAX	34.765781	128.497735	0	Y	MAKET	33.914556	127.331389	0	Y
TOPAX	34.765781	128.497735	14	Y579	B	OMOTU	35.009167	128.839444	0	Y	GOSBO	34.253292	127.791082	0	Y
OMOTU	35.009167	128.839444	14	Y579	B	PSN	35.122605	128.999558	0	Y	TOPAX	34.765781	128.497735	0	Y
PSN	35.122605	128.999558	14	Y579	B	BULGA	35.938549	129.826890	0	Y	OMOTU	35.009167	128.839444	0	Y
BULGA	35.938549	129.826890	14	Y579	B	AGSUS	36.763287	130.690551	0	Y	PSN	35.122605	128.999558	0	Y
AGSUS	36.763287	130.690551	14	Y579	B	TENAS	37.638889	131.574166	0	Y	BULGA	35.938549	129.826890	0	Y
TENAS	37.638889	131.574166	14	Y579	B				0	Y	AGSUS	36.763287	130.690551	0	Y
RUGMA	32.503340	126.964724	14	Y572	B	TOSAN	33.003327	126.775670	0	Y				0	Y
TOSAN	33.003327	126.775670	14	Y572	B	OMKIM	33.222222	126.687222	0	Y	RUGMA	32.503340	126.964724	0	Y
OMKIM	33.222222	126.687222	14	Y572	B	CJU	33.384611	126.624111	0	Y	TOSAN	33.003327	126.775670	0	Y
CJU	33.384611	126.624111	14	Y572	B	BEPKO	33.652778	126.920556	0	Y	OMKIM	33.222222	126.687222	0	Y
BEPKO	33.652778	126.920556	14	Y572	B	BILUM	33.770278	127.077500	0	Y	CJU	33.384611	126.624111	0	Y
BILUM	33.770278	127.077500	14	Y572	B	UPGOS	33.959167	127.331389	0	Y	BEPKO	33.652778	126.920556	0	Y
UPGOS	33.959167	127.331389	14	Y572	B	POVOR	34.255556	127.733333	0	Y	BILUM	33.770278	127.077500	0	Y
POVOR	34.255556	127.733333	14	Y572	B	ENGOT	34.809444	128.497778	0	Y	UPGOS	33.959167	127.331389	0	Y
ENGOT	34.809444	128.497778	14	Y572	B	OLMUD	35.040278	128.821111	0	Y	POVOR	34.255556	127.733333	0	Y
OLMUD	35.040278	128.821111	14	Y572	B	PSN	35.122605	128.999558	0	Y	ENGOT	34.809444	128.497778	0	Y
PSN	35.122605	128.999558	14	Y572	B				0	Y	OLMUD	35.040278	128.821111	0	Y
PSN	35.122605	128.999558	14	Y571	B	POVEM	34.923056	128.904444	0	Y				0	Y
POVEM	34.923056	128.904444	14	Y571	B	ANROD	34.632778	128.497778	0	Y	PSN	35.122605	128.999558	0	Y
ANROD	34.632778	128.497778	14	Y571	B	NISAV	34.255278	127.976389	0	Y	POVEM	34.923056	128.904444	0	Y
NISAV	34.255278	127.976389	14	Y571	B	AKPON	33.780556	127.331389	0	Y	ANROD	34.632778	128.497778	0	Y
AKPON	33.780556	127.331389	14	Y571	B	PAPLU	33.578056	127.060278	0	Y	NISAV	34.255278	127.976389	0	Y
PAPLU	33.578056	127.060278	14	Y571	B	OMKIM	33.222222	126.687222	0	Y	AKPON	33.780556	127.331389	0	Y
